id,Volcano_Number,Volcano_Name,Volcanic_Landform,Primary_Volcano_Type,Last_Eruption_Year,Country,Region,Subregion,Geological_Summary,Latitude,Longitude,Elevation,Tectonic_Setting,Geologic_Epoch,Evidence_Category,Primary_Photo_Link,Primary_Photo_Caption,Primary_Photo_Credit,Major_Rock_Type,x_coordinate,y_coordinate,source,buffer_km,geom_buffer
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_a8,211060,Etna,Composite,Stratovolcano(es),2025.0,Italy,European Volcanic Regions,Sicily Volcanic Province,"Mount Etna, towering above Catania on the island of Sicily, has one of the world's longest documented records of volcanism, dating back to 1500 BCE. Historical lava flows of basaltic composition cover much of the surface of this massive volcano, whose edifice is the highest and most voluminous in Italy. The Mongibello stratovolcano, truncated by several small calderas, was constructed during the late Pleistocene and Holocene over an older shield volcano. The most prominent morphological feature of Etna is the Valle del Bove, a 5 x 10 km caldera open to the east. Two styles of eruptive activity typically occur, sometimes simultaneously. Persistent explosive eruptions, sometimes with minor lava emissions, take place from one or more summit craters. Flank vents, typically with higher effusion rates, are less frequently active and originate from fissures that open progressively downward from near the summit (usually accompanied by Strombolian eruptions at the upper end). Cinder cones are commonly constructed over the vents of lower-flank lava flows. Lava flows extend to the foot of the volcano on all sides and have reached the sea over a broad area on the SE flank.",37.748,14.999,3357,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-01552.jpg,"Etna is Europe's highest volcano, towering above the city of Taormina on its NE flank. One of the world's longest documented historical records continues, dating back to the 2nd millennium BCE. Historical lava flows cover much of the surface of this 40 x 60 km wide basaltic stratovolcano and extend to the sea. Eruptions occur both from persistently active summit craters and intermittently from flank fissures and cones.","Photo by Jean-Claude Tanguy, 1991 (University of Paris).",Trachybasalt / Tephrite Basanite,14.999,37.748,erupting,30,"POLYGON ((15.268494585235857 37.74799999999999, 15.263316322347702 37.70641607579483, 15.247980531422026 37.66640818208122, 15.223076558303692 37.62951758977579, 15.189561448713329 37.59716764848553, 15.148723169517007 37.57060822537397, 15.102131112881864 37.55086665767437, 15.051575785415265 37.53870725812028, 14.998999999999999 37.53460108346028, 14.946424214584734 37.53870725812028, 14.895868887118136 37.55086665767437, 14.849276830482992 37.57060822537397, 14.80843855128667 37.59716764848553, 14.774923441696307 37.62951758977579, 14.750019468577973 37.66640818208122, 14.734683677652297 37.70641607579483, 14.729505414764144 37.74799999999999, 14.734683677652297 37.78956057067302, 14.750019468577973 37.82950195920314, 14.774923441696307 37.86629301960437, 14.808438551286667 37.898525555219095, 14.849276830482992 37.92496757288303, 14.895868887118136 37.944609609228614, 14.946424214584734 37.956702504149426, 14.998999999999999 37.96078532550519, 15.051575785415265 37.956702504149426, 15.102131112881864 37.944609609228614, 15.148723169517007 37.92496757288303, 15.189561448713329 37.898525555219095, 15.223076558303692 37.86629301960437, 15.247980531422026 37.82950195920314, 15.263316322347702 37.78956057067302, 15.268494585235857 37.74799999999999))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_1c3,261140,Marapi,Composite,Complex,2025.0,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,"Gunung Marapi, not to be confused with the better-known Merapi volcano on Java, is Sumatra's most active volcano. This massive complex stratovolcano rises 2,000 m above the Bukittinggi Plain in the Padang Highlands. A broad summit contains multiple partially overlapping summit craters constructed within the small 1.4-km-wide Bancah caldera. The summit craters are located along an ENE-WSW line, with volcanism migrating to the west. More than 50 eruptions, typically consisting of small-to-moderate explosive activity, have been recorded since the end of the 18th century; no lava flows outside the summit craters have been reported in historical time.",-0.38,100.474,2885,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-12022.jpg,"Marapi, seen here in front of above rice fields, is Sumatra's most active volcano. More than 50 small-to-moderate explosive eruptions have occurred since the end of the 18th century. Marapi, not to be confused with the more well-known Merapi volcano on Java, has multiple summit craters and reaches 2,000 m above the Padang Highlands in central Sumatra.","Photo by Amin, 2003 (Centre of Volcanology & Geological Hazard Mitigation, Volcanological Survey of Indonesia).",Andesite / Basaltic Andesite,100.474,-0.38,erupting,30,"POLYGON ((100.74349458523585 -0.38, 100.7383163223477 -0.4325744617423578, 100.72298053142202 -0.4831281734397056, 100.69807655830368 -0.5297184088340143, 100.66456144871331 -0.5705548046877665, 100.623723169517 -0.6040681530467892, 100.57713111288184 -0.6289706842431424, 100.52657578541526 -0.6443055284244902, 100.47399999999999 -0.6494834612674222, 100.42142421458473 -0.6443055284244902, 100.37086888711812 -0.6289706842431424, 100.32427683048299 -0.6040681530467892, 100.28343855128666 -0.5705548046877666, 100.2499234416963 -0.5297184088340143, 100.22501946857797 -0.4831281734397056, 100.20968367765228 -0.4325744617423579, 100.20450541476414 -0.3800000000000001, 100.20968367765228 -0.3274252182966888, 100.22501946857797 -0.2768705954288652, 100.2499234416963 -0.2302789963749732, 100.28343855128666 -0.189440991980309, 100.32427683048299 -0.1559260350860488, 100.37086888711812 -0.1310221402438104, 100.42142421458473 -0.1156863849056852, 100.47399999999999 -0.1105081321074735, 100.52657578541526 -0.1156863849056852, 100.57713111288184 -0.1310221402438104, 100.623723169517 -0.1559260350860487, 100.66456144871331 -0.1894409919803089, 100.69807655830368 -0.2302789963749731, 100.72298053142202 -0.276870595428865, 100.7383163223477 -0.3274252182966887, 100.74349458523585 -0.38))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_1ca,261230,Dempo,Composite,Stratovolcano(es),2025.0,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,"Dempo is a stratovolcano that rises above the Pasumah Plain of SE Sumatra. The andesitic complex has two main peaks, Gunung Dempo and Gunung Marapi, constructed near the SE rim of a 3-km-wide amphitheater open to the north. The high point of the older Gunung Dempo crater rim is slightly lower, and lies at the SE end of the summit complex. The taller Marapi cone was constructed within the older crater. Remnants of seven craters are found at or near the summit, with volcanism migrating WNW over time. The active 750 x 1,100 m active crater cuts the NW side of the Marapi cone and contains a 400-m-wide lake at the far NW end. Eruptions recorded since 1817 have been small-to-moderate explosions that produced local ashfall.",-4.016,103.121,3142,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-01023.jpg,"The youngest crater of Dempo volcano, at the WNW end of a series of six partially overlapping craters at the summit, contains a 400-m-wide crater lake that has been the source of frequent phreatic eruptions during historical time. A seventh smaller crater is located on the upper N flank. Dempo is one of Sumatra's most active volcanoes, frequently producing small-to-moderate explosive eruptions.","Photo by Ruska Hadian, 1989 (Volcanological Survey of Indonesia).",Andesite / Basaltic Andesite,103.121,-4.016,erupting,30,"POLYGON ((103.39049458523584 -4.016, 103.38531632234769 -4.0684449946936, 103.36998053142202 -4.118871338232754, 103.34507655830369 -4.165341693745482, 103.31156144871332 -4.2060710448268095, 103.270723169517 -4.239495169663173, 103.22413111288185 -4.264330599637412, 103.17357578541525 -4.279623782868757, 103.12099999999998 -4.284787589969036, 103.06842421458472 -4.279623782868757, 103.01786888711813 -4.264330599637412, 102.97127683048296 -4.239495169663173, 102.93043855128666 -4.2060710448268095, 102.89692344169629 -4.165341693745482, 102.87201946857796 -4.118871338232754, 102.85668367765228 -4.0684449946936, 102.85150541476412 -4.016, 102.85668367765228 -3.963551634789964, 102.87201946857796 -3.913115692844955, 102.89692344169629 -3.8666309723383376, 102.93043855128666 -3.825884676646281, 102.97127683048296 -3.792443607258609, 103.01786888711813 -3.767593812433937, 103.06842421458472 -3.7522910309401967, 103.12099999999998 -3.747123853382904, 103.17357578541525 -3.7522910309401967, 103.22413111288185 -3.767593812433937, 103.270723169517 -3.792443607258609, 103.31156144871332 -3.825884676646281, 103.34507655830369 -3.8666309723383376, 103.36998053142202 -3.913115692844955, 103.38531632234769 -3.963551634789964, 103.39049458523584 -4.016))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_1e0,263250,Merapi,Composite,Stratovolcano,2025.0,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,"Merapi, one of Indonesia's most active volcanoes, lies in one of the world's most densely populated areas and dominates the landscape immediately north of the major city of Yogyakarta. It is the youngest and southernmost of a volcanic chain extending NNW to Ungaran volcano. Growth of Old Merapi during the Pleistocene ended with major edifice collapse perhaps about 2,000 years ago, leaving a large arcuate scarp cutting the eroded older Batulawang volcano. Subsequent growth of the steep-sided Young Merapi edifice, its upper part unvegetated due to frequent activity, began SW of the earlier collapse scarp. Pyroclastic flows and lahars accompanying growth and collapse of the steep-sided active summit lava dome have devastated cultivated lands on the western-to-southern flanks and caused many fatalities.",-7.54,110.446,2910,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-01722.jpg,"Merapi in central Java is capped by an unvegetated lava dome complex. The modern edifice of Merapi, to the left in this view, is constructed to the SE of the arcuate scarp on the right that was formed by destruction of the older Batulawang volcano. Periodic growth and collapse of lava domes produce pyroclastic flows (block-and-ash flows) and lahars that have devastated populated areas below the volcano.","Photo by Yustinus Sulistiyo, 1994 (Volcanological Survey of Indonesia).",Andesite / Basaltic Andesite,110.446,-7.54,erupting,30,"POLYGON ((110.71549458523585 -7.54, 110.7103163223477 -7.592118043657523, 110.69498053142202 -7.6422272619771485, 110.67007655830369 -7.688402976696848, 110.63656144871332 -7.72887219906133, 110.595723169517 -7.762081534404968, 110.54913111288185 -7.786756598343964, 110.49857578541526 -7.8019507050727235, 110.44599999999998 -7.807081002438889, 110.39342421458473 -7.8019507050727235, 110.34286888711812 -7.786756598343964, 110.29627683048297 -7.762081534404968, 110.25543855128666 -7.72887219906133, 110.22192344169629 -7.688402976696848, 110.19701946857796 -7.6422272619771485, 110.18168367765227 -7.592118043657523, 110.17650541476412 -7.54, 110.18168367765227 -7.487875680503814, 110.19701946857796 -7.437748590131378, 110.22192344169629 -7.391546128059794, 110.25543855128666 -7.351045355143253, 110.29627683048297 -7.317804469356553, 110.34286888711812 -7.293102658328815, 110.39342421458473 -7.27789067981039, 110.44599999999998 -7.2727541067145625, 110.49857578541526 -7.27789067981039, 110.54913111288185 -7.293102658328815, 110.595723169517 -7.317804469356553, 110.63656144871332 -7.351045355143253, 110.67007655830369 -7.391546128059794, 110.69498053142202 -7.437748590131378, 110.7103163223477 -7.487875680503814, 110.71549458523585 -7.54))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_1e6,263300,Semeru,Composite,Stratovolcano,2025.0,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,"Semeru, the highest volcano on Java, and one of its most active, lies at the southern end of a volcanic massif extending north to the Tengger caldera. The steep-sided volcano, also referred to as Mahameru (Great Mountain), rises above coastal plains to the south.  Gunung Semeru was constructed south of the overlapping Ajek-ajek and Jambangan calderas. A line of lake-filled maars was constructed along a N-S trend cutting through the summit, and cinder cones and lava domes occupy the eastern and NE flanks. Summit topography is complicated by the shifting of craters from NW to SE. Frequent 19th and 20th century eruptions were dominated by small-to-moderate explosions from the summit crater, with occasional lava flows and larger explosive eruptions accompanied by pyroclastic flows that have reached the lower flanks of the volcano.",-8.108,112.922,3657,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-00736.jpg,"Semeru volcano rises above the coastal plain in Java, shown here producing a small ash plume in 1985. Larger eruptions occasionally produce pyroclastic flows and lahars that reach as far as the lower flanks of the volcano. Semeru (also known as Mahameru: ""Great Mountain"") has been in near-continuous activity since 1818.","Photo by Tom Casadevall, 1985 (U.S. Geological Survey).",Andesite / Basaltic Andesite,112.922,-8.108,erupting,30,"POLYGON ((113.19149458523584 -8.107999999999999, 113.18631632234768 -8.160046861323623, 113.170980531422 -8.210087198748793, 113.14607655830368 -8.2561990558817, 113.11256144871331 -8.296612009702294, 113.071723169517 -8.32977495953225, 113.02513111288184 -8.354415435057021, 112.97457578541524 -8.36958819109271, 112.92199999999998 -8.374711270391252, 112.86942421458471 -8.36958819109271, 112.81886888711811 -8.354415435057021, 112.77227683048297 -8.32977495953225, 112.73143855128664 -8.296612009702294, 112.69792344169628 -8.2561990558817, 112.67301946857796 -8.210087198748793, 112.65768367765227 -8.160046861323623, 112.65250541476412 -8.107999999999999, 112.65768367765227 -8.055946402300004, 112.67301946857796 -8.005886881323224, 112.69792344169628 -7.9597463140463365, 112.73143855128664 -7.91929949440958, 112.77227683048297 -7.8861026788800785, 112.81886888711811 -7.861433493492856, 112.86942421458471 -7.8462415541870945, 112.92199999999998 -7.84111173862879, 112.97457578541524 -7.8462415541870945, 113.02513111288184 -7.861433493492856, 113.071723169517 -7.8861026788800785, 113.11256144871331 -7.91929949440958, 113.14607655830368 -7.9597463140463365, 113.170980531422 -8.005886881323224, 113.18631632234768 -8.055946402300004, 113.19149458523584 -8.107999999999999))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_208,265090,Banda Api,Composite,Caldera,1988.0,Indonesia,Sunda-Banda Volcanic Regions,Inner Banda Volcanic Arc,"The 3-km-wide island of Banda Api is the northern-most volcano in the Banda arc and has a long period of recorded observation because of its key location in the Portuguese and Dutch spice trade. The basaltic-to-rhyodacitic volcano is located in the SW corner of a mostly submerged 7 km caldera. At least two episodes of caldera formation are thought to have occurred, with the arcuate islands of Lonthor and Neira considered to be pre-caldera remnants. A conical peak rises to about 600 m at the center of the island. Eruptions have been recorded since 1586 CE, mostly consisting of Strombolian eruptions from the summit crater, but larger explosive eruptions have occurred and occasional lava flows have reached the coast.",-4.523,129.881,596,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-00831.jpg,"The 640-m-high symmetrical volcano of Banda Api, the most active of a chain of volcanoes in Indonesia's Banda Sea, forms a small 3-km-wide island within a largely submerged 7-km-wide caldera.  This May 19, 1988, view from the south shows vegetation damage from the 1988 eruption and the southern half of a prominent arcuate fissure that extended from the south coast through the summit to 200 m above the north coast.  The still-steaming narrow black lava flow entering the sea to the left of center is one of four erupted in 1988.","Photo by Tom Casadevall, 1988 (U.S. Geological Survey).",Dacite,129.881,-4.523,unrest,30,"POLYGON ((130.15049458523583 -4.522999999999999, 130.1453163223477 -4.575410148084343, 130.129980531422 -4.625802586139422, 130.1050765583037 -4.672241348767501, 130.0715614487133 -4.712942736065003, 130.030723169517 -4.74634372156072, 129.98413111288187 -4.771161846519346, 129.93357578541526 -4.786444326327812, 129.881 -4.791604511226816, 129.82842421458471 -4.786444326327812, 129.77786888711813 -4.771161846519346, 129.73127683048298 -4.74634372156072, 129.69043855128666 -4.712942736065003, 129.6569234416963 -4.672241348767501, 129.63201946857797 -4.625802586139422, 129.61668367765228 -4.575410148084343, 129.61150541476414 -4.522999999999999, 129.61668367765228 -4.470586059229197, 129.63201946857797 -4.42018282053135, 129.6569234416963 -4.3737278936390815, 129.69043855128666 -4.3330074393536036, 129.73127683048298 -4.2995873869366665, 129.77786888711813 -4.274753097875022, 129.82842421458471 -4.259459817584959, 129.881 -4.254295840066258, 129.93357578541526 -4.259459817584959, 129.98413111288187 -4.274753097875022, 130.030723169517 -4.2995873869366665, 130.0715614487133 -4.3330074393536036, 130.1050765583037 -4.3737278936390815, 130.129980531422 -4.42018282053135, 130.1453163223477 -4.470586059229197, 130.15049458523583 -4.522999999999999))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_20b,266030,Soputan,Composite,Stratovolcano,2020.0,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,"The Soputan stratovolcano on the southern rim of the Quaternary Tondano caldera on the northern arm of Sulawesi Island is one of Sulawesi's most active volcanoes. The youthful, largely unvegetated volcano is the only active cone in the Sempu-Soputan volcanic complex, which includes the Soputan caldera, Rindengan, and Manimporok (3.5 km ESE). Kawah Masem maar was formed in the W part of the caldera and contains a crater lake; sulfur has been extracted from fumarolic areas in the maar since 1938. Recent eruptions have originated at both the summit crater and Aeseput, a prominent NE-flank vent that formed in 1906 and was the source of intermittent major lava flows until 1924.",1.112,124.737,1785,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10069.jpg,"The small Soputan stratovolcano, seen here from the west, was constructed on the southern rim of the Quaternary Tondano caldera in northern Sulawesi Island.  The youthful, largely unvegetated Soputan volcano  is one of Sulawesi's most active volcanoes.  During historical time the locus of eruptions has included both the summit crater and Aeseput, a prominent NE flank vent that formed in 1906 and was the source of intermittent major lava flows until 1924.    ",Photo by Agus Solihin (Volcanological Survey of Indonesia).,Andesite / Basaltic Andesite,124.737,1.112,unrest,30,"POLYGON ((125.00649458523584 1.112, 125.00131632234769 1.059433655531057, 124.985980531422 1.00888656454995, 124.96107655830367 0.9623014024165147, 124.9275614487133 0.9214686420400278, 124.88672316951698 0.887957711021394, 124.84013111288183 0.8630566454962086, 124.78957578541525 0.847722563650653, 124.73699999999997 0.8425448640799065, 124.68442421458471 0.847722563650653, 124.63386888711811 0.8630566454962086, 124.58727683048296 0.887957711021394, 124.54643855128666 0.9214686420400278, 124.51292344169627 0.9623014024165147, 124.48801946857796 1.0088865645499498, 124.47268367765228 1.0594336555310568, 124.46750541476413 1.112, 124.47268367765228 1.1645654083698054, 124.48801946857796 1.2151098335697048, 124.51292344169627 1.2616910060895699, 124.54643855128666 1.3025190604113084, 124.58727683048296 1.3360252853917873, 124.63386888711811 1.3609223613434631, 124.68442421458471 1.3762537774478716, 124.73699999999997 1.381430540936074, 124.78957578541525 1.376253777447872, 124.84013111288183 1.3609223613434631, 124.88672316951698 1.3360252853917873, 124.9275614487133 1.3025190604113084, 124.96107655830367 1.2616910060895699, 124.985980531422 1.215109833569705, 125.00131632234769 1.1645654083698054, 125.00649458523584 1.112))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_20c,266100,Lokon-Empung,Composite,Stratovolcano(es),2015.0,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,"The Lokong-Empung volcanic complex, rising above the plain of Tondano in North Sulawesi, includes four peaks and an active crater. Lokon, the highest peak, has a flat craterless top. The morphologically younger Empung cone 2 km NE has a 400-m-wide, 150-m-deep crater that erupted last in the 18th century. A ridge extending 3 km WNW from Lokon includes the Tatawiran and Tetempangan peaks. All eruptions since 1829 have originated from Tompaluan, a 150 x 250 m crater in the saddle between Lokon and Empung. These eruptions have primarily produced small-to-moderate ash plumes that sometimes damaged croplands and houses, but lava-dome growth and pyroclastic flows have also occurred.",1.3644,124.7992,1580,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10070.jpg,"The twin volcanoes Lokon and Empung rise above the towns of Kakaskasen and Kinilow as viewed from the flanks of Mahawu volcano.  The more prominent Lokon volcano (left), is higher than Empung volcano (right) and lacks a summit crater.  Most historical eruptions from Lokon-Empung, one of the most active volcanoes on Sulawesi Island, have originated from Tompaluan crater, which can be seen surrounded by fresh ash deposits in the saddle between the two peaks.  Gunung Tetawiran rises beyond the saddle.","Photo by Agus Solihin, 1998 (Volcanological Survey of Indonesia).",Basalt / Picro-Basalt,124.7992,1.3644,unrest,30,"POLYGON ((125.06869458523583 1.3643999999999998, 125.06351632234768 1.3118385541606674, 125.048180531422 1.2612959732925957, 125.02327655830369 1.2147147938310983, 124.9897614487133 1.1738853871285686, 124.948923169517 1.1403771126596334, 124.90233111288185 1.1154779652310856, 124.85177578541524 1.100145040832607, 124.79919999999998 1.0949677280022794, 124.74662421458471 1.100145040832607, 124.69606888711813 1.1154779652310856, 124.64947683048298 1.1403771126596334, 124.60863855128666 1.1738853871285686, 124.57512344169629 1.2147147938310983, 124.55021946857795 1.2612959732925957, 124.53488367765227 1.3118385541606674, 124.52970541476412 1.3643999999999998, 124.53488367765227 1.4169602974116946, 124.55021946857795 1.4674996078389628, 124.57512344169629 1.514075892752108, 124.60863855128666 1.5548995259600051, 124.64947683048298 1.5884020269546608, 124.69606888711813 1.613296279883992, 124.74662421458471 1.6286259338908031, 124.79919999999998 1.6338020983138457, 124.85177578541524 1.6286259338908031, 124.90233111288185 1.613296279883992, 124.948923169517 1.5884020269546608, 124.9897614487133 1.5548995259600051, 125.02327655830369 1.514075892752108, 125.048180531422 1.4674996078389633, 125.06351632234768 1.416960297411695, 125.06869458523583 1.3643999999999998))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_210,267010,Ruang,Composite,Stratovolcano,2024.0,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,"Ruang volcano is the southernmost volcano in the Sangihe Island arc, north of Sulawesi Island; it is not the better known Raung volcano on Java. The 4 x 5 km island volcano is across a narrow strait SW of the larger Tagulandang Island. The summit contains a crater partially filled by a lava dome initially emplaced in 1904. Explosive eruptions recorded since 1808 have often been accompanied by lava dome formation and pyroclastic flows that have damaged inhabited areas.",2.3058,125.3671,703,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-01275.jpg,"Ruang volcano, seen here from the nearby island of Tagulandang, forms a small 4 x 5 km island that is part of a chain of islands extending north from Sulawesi.  Explosive eruptions, recorded in historical time since 1808, have been accompanied by pyroclastic flows and lava dome formation, and have frequently caused damage to populated areas.",Photo by Suratman (Volcanological Survey of Indonesia).,Andesite / Basaltic Andesite,125.3671,2.3058,unrest,30,"POLYGON ((125.63659458523584 2.3058, 125.63141632234769 2.253265821376072, 125.616080531422 2.2027487137435373, 125.5911765583037 2.15619036273559, 125.5576614487133 2.1153804542591965, 125.51682316951701 2.081887824835791, 125.47023111288186 2.0570000944371722, 125.41967578541525 2.0416741122566733, 125.3671 2.0364991283168927, 125.31452421458471 2.0416741122566733, 125.26396888711814 2.0570000944371722, 125.21737683048298 2.081887824835791, 125.17653855128667 2.1153804542591965, 125.1430234416963 2.15619036273559, 125.11811946857796 2.2027487137435373, 125.10278367765228 2.253265821376072, 125.09760541476413 2.3058, 125.10278367765228 2.3583322391732335, 125.11811946857796 2.408843823724912, 125.1430234416963 2.4553939088787997, 125.17653855128667 2.496194067147247, 125.21737683048298 2.5296769463970343, 125.26396888711814 2.5545564110244694, 125.31452421458471 2.5698768702069867, 125.3671 2.5750499147304002, 125.41967578541525 2.5698768702069867, 125.47023111288186 2.5545564110244694, 125.51682316951701 2.5296769463970343, 125.5576614487133 2.496194067147247, 125.5911765583037 2.4553939088787997, 125.616080531422 2.408843823724912, 125.63141632234769 2.3583322391732335, 125.63659458523584 2.3058))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_211,267020,Karangetang,Composite,Stratovolcano,2023.0,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,"Karangetang (Api Siau) volcano lies at the northern end of the island of Siau, about 125 km NNE of the NE-most point of Sulawesi. The stratovolcano contains five summit craters along a N-S line. It is one of Indonesia's most active volcanoes, with more than 40 eruptions recorded since 1675 and many additional small eruptions that were not documented (Neumann van Padang, 1951). Twentieth-century eruptions have included frequent explosive activity sometimes accompanied by pyroclastic flows and lahars. Lava dome growth has occurred in the summit craters; collapse of lava flow fronts have produced pyroclastic flows.",2.781,125.407,1797,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10137.jpg,Karangetang (Api Siau) is one of Indonesia's most active volcanoes.  Twentieth-century eruptions have included frequent explosive activity that is sometimes accompanied by pyroclastic flows and lahars.  Lava dome growth has occurred in the summit craters; collapse of lava flow fronts has also produced pyroclastic flows.  ,Photo by Volcanological Survey of Indonesia.,Andesite / Basaltic Andesite,125.407,2.781,unrest,30,"POLYGON ((125.67649458523584 2.781, 125.67131632234769 2.7284849723877524, 125.65598053142202 2.6779859038583402, 125.63107655830368 2.631443851350632, 125.59756144871332 2.5906479710839196, 125.556723169517 2.557166674539864, 125.51013111288184 2.532287260261061, 125.45957578541527 2.5169663545933725, 125.40699999999998 2.511793077116795, 125.35442421458472 2.5169663545933725, 125.30386888711811 2.532287260261061, 125.25727683048297 2.557166674539864, 125.21643855128667 2.5906479710839196, 125.18292344169627 2.631443851350632, 125.15801946857798 2.6779859038583402, 125.14268367765229 2.7284849723877524, 125.13750541476414 2.781, 125.14268367765229 2.833512689610704, 125.15801946857798 2.884005100083991, 125.18292344169627 2.9305371881313187, 125.21643855128667 2.9713213145537987, 125.25727683048297 3.0047908572949686, 125.30386888711811 3.029660307213209, 125.35442421458472 3.0449745549245897, 125.40699999999998 3.0501454944409705, 125.45957578541527 3.0449745549245897, 125.51013111288184 3.029660307213209, 125.556723169517 3.0047908572949686, 125.59756144871332 2.9713213145537987, 125.63107655830368 2.9305371881313187, 125.65598053142202 2.884005100083991, 125.67131632234769 2.833512689610704, 125.67649458523584 2.781))"
